uid,title,abstract,authors,published_at,primary_category,categories,arxiv_url,pdf_url,pdf_path,status,quality_score,quality_reason,quality_reviewed_at,match_score,match_reason,match_summary,match_prompt_hash,added_at,last_updated_at
2601.11235v1,Bio-inspired fine-tuning for selective transfer learning in image classification,"Deep learning has significantly advanced image analysis across diverse domains but often depends on large, annotated datasets for success. Transfer learning addresses this challenge by utilizing pre-trained models to tackle new tasks with limited labeled data. However, discrepancies between source and target domains can hinder effective transfer learning. We introduce BioTune, a novel adaptive fine-tuning technique utilizing evolutionary optimization. BioTune enhances transfer learning by optimally choosing which layers to freeze and adjusting learning rates for unfrozen layers. Through extensive evaluation on nine image classification datasets, spanning natural and specialized domains such as medical imaging, BioTune demonstrates superior accuracy and efficiency over state-of-the-art fine-tuning methods, including AutoRGN and LoRA, highlighting its adaptability to various data characteristics and distribution changes. Additionally, BioTune consistently achieves top performance across four different CNN architectures, underscoring its flexibility. Ablation studies provide valuable insights into the impact of BioTune's key components on overall performance. The source code is available at https://github.com/davilac/BioTune.",Ana Davila; Jacinto Colan; Yasuhisa Hasegawa,2026-01-16T12:28:49+00:00,cs.CV,cs.CV,https://arxiv.org/abs/2601.11235v1,https://arxiv.org/pdf/2601.11235v1,,rejected,72.0,"The paper proposes an evolutionary optimization scheme to select frozen layers and per-layer learning rates, but the core idea appears incremental relative to existing hyperparameter/architecture search for fine-tuning. While the abstract claims extensive evaluation and ablations across multiple datasets and architectures, it provides no concrete methodological details (e.g., baselines, compute budget, statistical testing) to substantiate the stated superiority and efficiency. Based on the abstract alone, the contribution and evidence are not sufficiently specific or clearly novel to meet a high-quality library threshold.",2026-01-20T21:46:49.385579+00:00,,,,,2026-01-20T21:46:45.675137+00:00,2026-01-20T21:46:49.388644+00:00
2601.11227v1,Language of Thought Shapes Output Diversity in Large Language Models,"Output diversity is crucial for Large Language Models as it underpins pluralism and creativity. In this work, we reveal that controlling the language used during model thinking-the language of thought-provides a novel and structural source of output diversity. Our preliminary study shows that different thinking languages occupy distinct regions in a model's thinking space. Based on this observation, we study two repeated sampling strategies under multilingual thinking-Single-Language Sampling and Mixed-Language Sampling-and conduct diversity evaluation on outputs that are controlled to be in English, regardless of the thinking language used. Across extensive experiments, we demonstrate that switching the thinking language from English to non-English languages consistently increases output diversity, with a clear and consistent positive correlation such that languages farther from English in the thinking space yield larger gains. We further show that aggregating samples across multiple thinking languages yields additional improvements through compositional effects, and that scaling sampling with linguistic heterogeneity expands the model's diversity ceiling. Finally, we show that these findings translate into practical benefits in pluralistic alignment scenarios, leading to broader coverage of cultural knowledge and value orientations in LLM outputs. Our code is publicly available at https://github.com/iNLP-Lab/Multilingual-LoT-Diversity.",Shaoyang Xu; Wenxuan Zhang,2026-01-16T12:14:16+00:00,cs.CL,cs.CL; cs.CY,https://arxiv.org/abs/2601.11227v1,https://arxiv.org/pdf/2601.11227v1,library/pdfs/2601.11227v1.pdf,accepted,78.0,"The paper has a clear, novel hypothesis (""language of thought"" as a controllable lever for diversity) and proposes concrete multilingual sampling strategies with an interpretable mechanism (distinct thinking-space regions and distance-to-English correlation). It claims extensive experiments with controlled English outputs, compositional gains from mixed-language aggregation, and an applied pluralistic-alignment validation, plus released code. While some claims (e.g., thinking-space geometry and cultural coverage) could be confounded or require careful controls, the contribution appears substantive and methodologically testable.",2026-01-20T21:46:53.723718+00:00,,,,,2026-01-20T21:46:49.391658+00:00,2026-01-20T21:46:53.966808+00:00
2601.11220v1,MultiCaption: Detecting disinformation using multilingual visual claims,"Online disinformation poses an escalating threat to society, driven increasingly by the rapid spread of misleading content across both multimedia and multilingual platforms. While automated fact-checking methods have advanced in recent years, their effectiveness remains constrained by the scarcity of datasets that reflect these real-world complexities. To address this gap, we first present MultiCaption, a new dataset specifically designed for detecting contradictions in visual claims. Pairs of claims referring to the same image or video were labeled through multiple strategies to determine whether they contradict each other. The resulting dataset comprises 11,088 visual claims in 64 languages, offering a unique resource for building and evaluating misinformation-detection systems in truly multimodal and multilingual environments. We then provide comprehensive experiments using transformer-based architectures, natural language inference models, and large language models, establishing strong baselines for future research. The results show that MultiCaption is more challenging than standard NLI tasks, requiring task-specific finetuning for strong performance. Moreover, the gains from multilingual training and testing highlight the dataset's potential for building effective multilingual fact-checking pipelines without relying on machine translation.",Rafael Martins Frade; Rrubaa Panchendrarajan; Arkaitz Zubiaga,2026-01-16T11:57:07+00:00,cs.CL,cs.CL,https://arxiv.org/abs/2601.11220v1,https://arxiv.org/pdf/2601.11220v1,library/pdfs/2601.11220v1.pdf,accepted,78.0,"The paper states a clear problem (multimodal, multilingual disinformation detection) and contributes a sizable new dataset (11k claims, 64 languages) that addresses a real gap in current resources. It also reports substantial baseline experiments across multiple model families (transformers/NLI/LLMs) and draws actionable findings about task difficulty and multilingual training benefits. Based on the abstract, this is a non-trivial, valuable resource-and-benchmark contribution with credible empirical methodology.",2026-01-20T21:46:57.363981+00:00,,,,,2026-01-20T21:46:53.969426+00:00,2026-01-20T21:46:58.104415+00:00
2601.11214v1,T$^\star$: Progressive Block Scaling for MDM Through Trajectory Aware RL,"We present T$^\star$, a simple \textsc{TraceRL}-based training curriculum for progressive block-size scaling in masked diffusion language models (MDMs). Starting from an AR-initialized small-block MDM, T$^\star$~transitions smoothly to larger blocks, enabling higher-parallelism decoding with minimal performance degradation on math reasoning benchmarks. Moreover, further analysis suggests that T$^\star$~can converge to an alternative decoding schedule $\hat{\rm S}$ that achieves comparable performance.",Hanchen Xia; Baoyou Chen; Yutang Ge; Guojiang Zhao; Siyu Zhu,2026-01-16T11:44:12+00:00,cs.CL,cs.CL,https://arxiv.org/abs/2601.11214v1,https://arxiv.org/pdf/2601.11214v1,,rejected,62.0,"The abstract describes a seemingly incremental training curriculum (progressive block-size scaling) built on existing TraceRL ideas, but provides no concrete methodological details, ablations, or quantitative results beyond vague claims of ""minimal performance degradation"". The contribution and novelty are not clearly established, and the evidence for research value (benchmarks, comparisons, statistical rigor) is insufficient from the abstract.",2026-01-20T21:47:01.677022+00:00,,,,,2026-01-20T21:46:58.107450+00:00,2026-01-20T21:47:01.679930+00:00
2601.11210v1,VidLeaks: Membership Inference Attacks Against Text-to-Video Models,"The proliferation of powerful Text-to-Video (T2V) models, trained on massive web-scale datasets, raises urgent concerns about copyright and privacy violations. Membership inference attacks (MIAs) provide a principled tool for auditing such risks, yet existing techniques - designed for static data like images or text - fail to capture the spatio-temporal complexities of video generation. In particular, they overlook the sparsity of memorization signals in keyframes and the instability introduced by stochastic temporal dynamics. In this paper, we conduct the first systematic study of MIAs against T2V models and introduce a novel framework VidLeaks, which probes sparse-temporal memorization through two complementary signals: 1) Spatial Reconstruction Fidelity (SRF), using a Top-K similarity to amplify spatial memorization signals from sparsely memorized keyframes, and 2) Temporal Generative Stability (TGS), which measures semantic consistency across multiple queries to capture temporal leakage. We evaluate VidLeaks under three progressively restrictive black-box settings - supervised, reference-based, and query-only. Experiments on three representative T2V models reveal severe vulnerabilities: VidLeaks achieves AUC of 82.92% on AnimateDiff and 97.01% on InstructVideo even in the strict query-only setting, posing a realistic and exploitable privacy risk. Our work provides the first concrete evidence that T2V models leak substantial membership information through both sparse and temporal memorization, establishing a foundation for auditing video generation systems and motivating the development of new defenses. Code is available at: https://zenodo.org/records/17972831.",Li Wang; Wenyu Chen; Ning Yu; Zheng Li; Shanqing Guo,2026-01-16T11:35:52+00:00,cs.CR,cs.CR; cs.CV,https://arxiv.org/abs/2601.11210v1,https://arxiv.org/pdf/2601.11210v1,library/pdfs/2601.11210v1.pdf,accepted,81.0,"The paper states a clear and timely problem (membership inference for text-to-video models) and proposes a non-trivial attack framework that explicitly targets video-specific sparsity and temporal stochasticity via two designed signals (SRF and TGS). It reports concrete, high AUC results across multiple representative models and increasingly restrictive black-box settings, indicating substantive experimental methodology and practical relevance. The abstract is specific about contributions, settings, and outcomes, suggesting strong clarity and value to the security/privacy auditing community.",2026-01-20T21:47:05.051093+00:00,,,,,2026-01-20T21:47:01.682638+00:00,2026-01-20T21:47:05.382945+00:00
2601.11194v1,ATATA: One Algorithm to Align Them All,"We suggest a new multi-modal algorithm for joint inference of paired structurally aligned samples with Rectified Flow models. While some existing methods propose a codependent generation process, they do not view the problem of joint generation from a structural alignment perspective. Recent work uses Score Distillation Sampling to generate aligned 3D models, but SDS is known to be time-consuming, prone to mode collapse, and often provides cartoonish results. By contrast, our suggested approach relies on the joint transport of a segment in the sample space, yielding faster computation at inference time. Our approach can be built on top of an arbitrary Rectified Flow model operating on the structured latent space. We show the applicability of our method to the domains of image, video, and 3D shape generation using state-of-the-art baselines and evaluate it against both editing-based and joint inference-based competing approaches. We demonstrate a high degree of structural alignment for the sample pairs obtained with our method and a high visual quality of the samples. Our method improves the state-of-the-art for image and video generation pipelines. For 3D generation, it is able to show comparable quality while working orders of magnitude faster.",Boyi Pang; Savva Ignatyev; Vladimir Ippolitov; Ramil Khafizov; Yurii Melnik; Oleg Voynov; Maksim Nakhodnov; Aibek Alanov; Xiaopeng Fan; Peter Wonka; Evgeny Burnaev,2026-01-16T11:11:33+00:00,cs.CV,cs.CV,https://arxiv.org/abs/2601.11194v1,https://arxiv.org/pdf/2601.11194v1,,rejected,58.0,"The abstract claims broad improvements (image/video/3D) and faster inference via “joint transport” on Rectified Flow latents, but it is too high-level to verify novelty or the precise technical mechanism beyond reframing as structural alignment. Experimental claims are not substantiated with concrete methodology details (datasets, metrics, ablations, quantitative results), making it difficult to assess rigor and reproducibility. Overall it reads more like a promising idea pitch than a clearly evidenced, non-incremental contribution.",2026-01-20T21:47:09.072873+00:00,,,,,2026-01-20T21:47:05.386375+00:00,2026-01-20T21:47:09.076891+00:00
2601.11190v1,DOREMI: Optimizing Long Tail Predictions in Document-Level Relation Extraction,"Document-Level Relation Extraction (DocRE) presents significant challenges due to its reliance on cross-sentence context and the long-tail distribution of relation types, where many relations have scarce training examples. In this work, we introduce DOcument-level Relation Extraction optiMizing the long taIl (DOREMI), an iterative framework that enhances underrepresented relations through minimal yet targeted manual annotations. Unlike previous approaches that rely on large-scale noisy data or heuristic denoising, DOREMI actively selects the most informative examples to improve training efficiency and robustness. DOREMI can be applied to any existing DocRE model and is effective at mitigating long-tail biases, offering a scalable solution to improve generalization on rare relations.",Laura Menotti; Stefano Marchesin; Gianmaria Silvello,2026-01-16T11:04:18+00:00,cs.CL,cs.CL,https://arxiv.org/abs/2601.11190v1,https://arxiv.org/pdf/2601.11190v1,,rejected,42.0,"The abstract describes an iterative active-learning style framework but provides no concrete technical details (selection strategy, annotation protocol, optimization objective) to judge novelty beyond incremental re-framing. It also reports no experimental results, datasets, baselines, or quantitative evidence of improved long-tail DocRE performance, making the contribution and impact unsubstantiated from the provided information.",2026-01-20T21:47:11.629188+00:00,,,,,2026-01-20T21:47:09.079453+00:00,2026-01-20T21:47:11.632069+00:00
2601.11183v1,Democratizing planetary-scale analysis: An ultra-lightweight Earth embedding database for accurate and flexible global land monitoring,"The rapid evolution of satellite-borne Earth Observation (EO) systems has revolutionized terrestrial monitoring, yielding petabyte-scale archives. However, the immense computational and storage requirements for global-scale analysis often preclude widespread use, hindering planetary-scale studies. To address these barriers, we present Embedded Seamless Data (ESD), an ultra-lightweight, 30-m global Earth embedding database spanning the 25-year period from 2000 to 2024. By transforming high-dimensional, multi-sensor observations from the Landsat series (5, 7, 8, and 9) and MODIS Terra into information-dense, quantized latent vectors, ESD distills essential geophysical and semantic features into a unified latent space. Utilizing the ESDNet architecture and Finite Scalar Quantization (FSQ), the dataset achieves a transformative ~340-fold reduction in data volume compared to raw archives. This compression allows the entire global land surface for a single year to be encapsulated within approximately 2.4 TB, enabling decadal-scale global analysis on standard local workstations. Rigorous validation demonstrates high reconstructive fidelity (MAE: 0.0130; RMSE: 0.0179; CC: 0.8543). By condensing the annual phenological cycle into 12 temporal steps, the embeddings provide inherent denoising and a semantically organized space that outperforms raw reflectance in land-cover classification, achieving 79.74% accuracy (vs. 76.92% for raw fusion). With robust few-shot learning capabilities and longitudinal consistency, ESD provides a versatile foundation for democratizing planetary-scale research and advancing next-generation geospatial artificial intelligence.",Shuang Chen; Jie Wang; Shuai Yuan; Jiayang Li; Yu Xia; Yuanhong Liao; Junbo Wei; Jincheng Yuan; Xiaoqing Xu; Xiaolin Zhu; Peng Zhu; Hongsheng Zhang; Yuyu Zhou; Haohuan Fu; Huabing Huang; Bin Chen; Fan Dai; Peng Gong,2026-01-16T10:59:43+00:00,cs.CV,cs.CV,https://arxiv.org/abs/2601.11183v1,https://arxiv.org/pdf/2601.11183v1,,rejected,72.0,"The paper proposes a potentially useful compressed global EO embedding database and reports reconstruction metrics plus a modest land-cover classification gain, but the abstract does not establish a clearly novel technical contribution beyond applying known embedding/quantization ideas at scale. Experimental validation appears limited (single downstream task with small improvement; unclear baselines, generalization, and ablations), and key methodological details needed to judge rigor and reproducibility are not evident from the abstract.",2026-01-20T21:47:15.500702+00:00,,,,,2026-01-20T21:47:11.635032+00:00,2026-01-20T21:47:15.503881+00:00
2601.11182v1,From Knots to Knobs: Towards Steerable Collaborative Filtering Using Sparse Autoencoders,"Sparse autoencoders (SAEs) have recently emerged as pivotal tools for introspection into large language models. SAEs can uncover high-quality, interpretable features at different levels of granularity and enable targeted steering of the generation process by selectively activating specific neurons in their latent activations. Our paper is the first to apply this approach to collaborative filtering, aiming to extract similarly interpretable features from representations learned purely from interaction signals. In particular, we focus on a widely adopted class of collaborative autoencoders (CFAEs) and augment them by inserting an SAE between their encoder and decoder networks. We demonstrate that such representation is largely monosemantic and propose suitable mapping functions between semantic concepts and individual neurons. We also evaluate a simple yet effective method that utilizes this representation to steer the recommendations in a desired direction.",Martin Spišák; Ladislav Peška; Petr Škoda; Vojtěch Vančura; Rodrigo Alves,2026-01-16T10:58:21+00:00,cs.IR,cs.IR,https://arxiv.org/abs/2601.11182v1,https://arxiv.org/pdf/2601.11182v1,,rejected,62.0,"The abstract claims novelty (first applying SAEs to collaborative filtering) but does not specify concrete methodological details, datasets, baselines, or quantitative results, making the contribution hard to assess. The described steering method sounds preliminary (“simple yet effective”) without evidence of rigorous evaluation or comparison to existing controllable/interactive recommendation techniques. Overall, the abstract reads as incremental adaptation of SAEs to CFAEs with insufficient experimental and technical substance to qualify as high-quality based on the provided information.",2026-01-20T21:47:18.938428+00:00,,,,,2026-01-20T21:47:15.506438+00:00,2026-01-20T21:47:18.941837+00:00
2601.11170v1,The Growing Gains and Pains of Iterative Web Corpora Crawling: Insights from South Slavic CLASSLA-web 2.0 Corpora,"Crawling national top-level domains has proven to be highly effective for collecting texts in less-resourced languages. This approach has been recently used for South Slavic languages and resulted in the largest general corpora for this language group: the CLASSLA-web 1.0 corpora. Building on this success, we established a continuous crawling infrastructure for iterative national top-level domain crawling across South Slavic and related webs. We present the first outcome of this crawling infrastructure - the CLASSLA-web 2.0 corpus collection, with substantially larger web corpora containing 17.0 billion words in 38.1 million texts in seven languages: Bosnian, Bulgarian, Croatian, Macedonian, Montenegrin, Serbian, and Slovenian. In addition to genre categories, the new version is also automatically annotated with topic labels. Comparing CLASSLA-web 2.0 with its predecessor reveals that only one-fifth of the texts overlap, showing that re-crawling after just two years yields largely new content. However, while the new web crawls bring growing gains, we also notice growing pains - a manual inspection of top domains reveals a visible degradation of web content, as machine-generated sites now contribute a significant portion of texts.",Taja Kuzman Pungeršek; Peter Rupnik; Vít Suchomel; Nikola Ljubešić,2026-01-16T10:38:19+00:00,cs.CL,cs.CL,https://arxiv.org/abs/2601.11170v1,https://arxiv.org/pdf/2601.11170v1,library/pdfs/2601.11170v1.pdf,accepted,78.0,"The paper has a clear problem statement (iterative national TLD crawling for less-resourced South Slavic languages) and delivers a substantive resource/contribution (a 17B-word multi-language corpus plus continuous crawling infrastructure and added topic annotation). It includes meaningful comparative analysis against the prior release (overlap statistics, domain inspection indicating content degradation/machine-generated text), which provides actionable insight to the community. While the methodology details and evaluation rigor are unclear from the abstract alone, the scale, novelty of iterative findings, and practical value are strong enough for acceptance.",2026-01-20T21:47:23.011534+00:00,,,,,2026-01-20T21:47:18.944636+00:00,2026-01-20T21:47:23.484755+00:00
2601.11164v1,SoLA-Vision: Fine-grained Layer-wise Linear Softmax Hybrid Attention,"Standard softmax self-attention excels in vision tasks but incurs quadratic complexity O(N^2), limiting high-resolution deployment. Linear attention reduces the cost to O(N), yet its compressed state representations can impair modeling capacity and accuracy. We present an analytical study that contrasts linear and softmax attention for visual representation learning from a layer-stacking perspective. We further conduct systematic experiments on layer-wise hybridization patterns of linear and softmax attention. Our results show that, compared with rigid intra-block hybrid designs, fine-grained layer-wise hybridization can match or surpass performance while requiring fewer softmax layers. Building on these findings, we propose SoLA-Vision (Softmax-Linear Attention Vision), a flexible layer-wise hybrid attention backbone that enables fine-grained control over how linear and softmax attention are integrated. By strategically inserting a small number of global softmax layers, SoLA-Vision achieves a strong trade-off between accuracy and computational cost. On ImageNet-1K, SoLA-Vision outperforms purely linear and other hybrid attention models. On dense prediction tasks, it consistently surpasses strong baselines by a considerable margin. Code will be released.",Ruibang Li; Guan Luo; Yiwei Zhang; Jin Gao; Bing Li; Weiming Hu,2026-01-16T10:26:53+00:00,cs.CV,cs.CV,https://arxiv.org/abs/2601.11164v1,https://arxiv.org/pdf/2601.11164v1,,rejected,72.0,"The paper appears largely incremental: it repackages known softmax/linear attention trade-offs into a layer-wise hybridization recipe rather than introducing a clearly new mechanism. The abstract claims systematic experiments and gains on ImageNet and dense prediction, but provides no concrete methodological details (architecture specifics, compute/latency metrics, ablations) to substantiate novelty and rigor. Without clearer evidence of a non-trivial technical contribution beyond pattern exploration, it does not meet a high-quality library bar.",2026-01-20T21:47:27.160349+00:00,,,,,2026-01-20T21:47:23.487400+00:00,2026-01-20T21:47:27.163286+00:00
2601.11141v1,FlashLabs Chroma 1.0: A Real-Time End-to-End Spoken Dialogue Model with Personalized Voice Cloning,"Recent end-to-end spoken dialogue systems leverage speech tokenizers and neural audio codecs to enable LLMs to operate directly on discrete speech representations. However, these models often exhibit limited speaker identity preservation, hindering personalized voice interaction. In this work, we present Chroma 1.0, the first open-source, real-time, end-to-end spoken dialogue model that achieves both low-latency interaction and high-fidelity personalized voice cloning. Chroma achieves sub-second end-to-end latency through an interleaved text-audio token schedule (1:2) that supports streaming generation, while maintaining high-quality personalized voice synthesis across multi-turn conversations. Our experimental results demonstrate that Chroma achieves a 10.96% relative improvement in speaker similarity over the human baseline, with a Real-Time Factor (RTF) of 0.43, while maintaining strong reasoning and dialogue capabilities. Our code and models are publicly available at https://github.com/FlashLabs-AI-Corp/FlashLabs-Chroma and https://huggingface.co/FlashLabs/Chroma-4B .",Tanyu Chen; Tairan Chen; Kai Shen; Zhenghua Bao; Zhihui Zhang; Man Yuan; Yi Shi,2026-01-16T10:00:03+00:00,cs.SD,cs.SD; cs.CL; eess.AS,https://arxiv.org/abs/2601.11141v1,https://arxiv.org/pdf/2601.11141v1,,rejected,68.0,"The abstract makes strong first/open-source and performance claims but is light on methodological specifics (training data, model architecture details, cloning procedure, evaluation protocol) and provides only a few headline metrics without clear baselines or statistical rigor. The reported ""improvement over the human baseline"" for speaker similarity is unusual and insufficiently explained, raising concerns about evaluation validity. While potentially useful as an engineering release, the novelty and experimental substantiation in the abstract are not strong enough for a high-quality research library.",2026-01-20T21:47:31.905740+00:00,,,,,2026-01-20T21:47:27.167300+00:00,2026-01-20T21:47:31.908790+00:00
2601.11135v1,Context-aware Graph Causality Inference for Few-Shot Molecular Property Prediction,"Molecular property prediction is becoming one of the major applications of graph learning in Web-based services, e.g., online protein structure prediction and drug discovery. A key challenge arises in few-shot scenarios, where only a few labeled molecules are available for predicting unseen properties. Recently, several studies have used in-context learning to capture relationships among molecules and properties, but they face two limitations in: (1) exploiting prior knowledge of functional groups that are causally linked to properties and (2) identifying key substructures directly correlated with properties. We propose CaMol, a context-aware graph causality inference framework, to address these challenges by using a causal inference perspective, assuming that each molecule consists of a latent causal structure that determines a specific property. First, we introduce a context graph that encodes chemical knowledge by linking functional groups, molecules, and properties to guide the discovery of causal substructures. Second, we propose a learnable atom masking strategy to disentangle causal substructures from confounding ones. Third, we introduce a distribution intervener that applies backdoor adjustment by combining causal substructures with chemically grounded confounders, disentangling causal effects from real-world chemical variations. Experiments on diverse molecular datasets showed that CaMol achieved superior accuracy and sample efficiency in few-shot tasks, showing its generalizability to unseen properties. Also, the discovered causal substructures were strongly aligned with chemical knowledge about functional groups, supporting the model interpretability.",Van Thuy Hoang; O-Joun Lee,2026-01-16T09:49:50+00:00,cs.LG,cs.LG; cs.AI,https://arxiv.org/abs/2601.11135v1,https://arxiv.org/pdf/2601.11135v1,,rejected,68.0,"The abstract describes an interesting causal framing (context graph, atom masking, backdoor-style intervener) but remains high-level and does not specify concrete causal assumptions, identifiability conditions, or how backdoor adjustment is valid/implemented beyond vague wording. Experimental claims are generic (""diverse datasets"", ""superior accuracy/sample efficiency"") without naming benchmarks, baselines, ablations, or statistical rigor, making it hard to verify substance. The contribution appears potentially incremental relative to prior molecular substructure masking and knowledge-augmented GNN work, and the abstract lacks sufficient methodological and evaluation detail to meet a high-quality library bar.",2026-01-20T21:47:35.856604+00:00,,,,,2026-01-20T21:47:31.911573+00:00,2026-01-20T21:47:35.859437+00:00
2601.11134v1,FSL-BDP: Federated Survival Learning with Bayesian Differential Privacy for Credit Risk Modeling,"Credit risk models are a critical decision-support tool for financial institutions, yet tightening data-protection rules (e.g., GDPR, CCPA) increasingly prohibit cross-border sharing of borrower data, even as these models benefit from cross-institution learning. Traditional default prediction suffers from two limitations: binary classification ignores default timing, treating early defaulters (high loss) equivalently to late defaulters (low loss), and centralized training violates emerging regulatory constraints. We propose a Federated Survival Learning framework with Bayesian Differential Privacy (FSL-BDP) that models time-to-default trajectories without centralizing sensitive data. The framework provides Bayesian (data-dependent) differential privacy (DP) guarantees while enabling institutions to jointly learn risk dynamics. Experiments on three real-world credit datasets (LendingClub, SBA, Bondora) show that federation fundamentally alters the relative effectiveness of privacy mechanisms. While classical DP performs better than Bayesian DP in centralized settings, the latter benefits substantially more from federation (+7.0\% vs +1.4\%), achieving near parity of non-private performance and outperforming classical DP in the majority of participating clients. This ranking reversal yields a key decision-support insight: privacy mechanism selection should be evaluated in the target deployment architecture, rather than centralized benchmarks. These findings provide actionable guidance for practitioners designing privacy-preserving decision support systems in regulated, multi-institutional environments.",Sultan Amed; Tanmay Sen; Sayantan Banerjee,2026-01-16T09:48:57+00:00,cs.LG,cs.LG; q-fin.RM; stat.ML,https://arxiv.org/abs/2601.11134v1,https://arxiv.org/pdf/2601.11134v1,,rejected,72.0,"The paper has a clear applied motivation (federated time-to-default modeling) and reports experiments on three real datasets, but the technical contribution appears largely compositional (federated survival learning + a Bayesian DP variant) without enough detail to judge novelty or rigor of the DP guarantee. The abstract emphasizes a performance “ranking reversal” insight, yet provides limited methodological specifics (threat model, privacy accounting, baselines, statistical significance/robustness), making the evidence feel insufficient for a high-quality library.",2026-01-20T21:47:40.236379+00:00,,,,,2026-01-20T21:47:35.862070+00:00,2026-01-20T21:47:40.239356+00:00
2601.11128v1,The Big Ban Theory: A Pre- and Post-Intervention Dataset of Online Content Moderation Actions,"Online platforms rely on moderation interventions to curb harmful behavior such hate speech, toxicity, and the spread of mis- and disinformation. Yet research on the effects and possible biases of such interventions faces multiple limitations. For example, existing works frequently focus on single or a few interventions, due to the absence of comprehensive datasets. As a result, researchers must typically collect the necessary data for each new study, which limits opportunities for systematic comparisons. To overcome these challenges, we introduce The Big Ban Theory (TBBT), a large dataset of moderation interventions. TBBT covers 25 interventions of varying type, severity, and scope, comprising in total over 339K users and nearly 39M posted messages. For each intervention, we provide standardized metadata and pseudonymized user activity collected three months before and after its enforcement, enabling consistent and comparable analyses of intervention effects. In addition, we provide a descriptive exploratory analysis of the dataset, along with several use cases of how it can support research on content moderation. With this dataset, we aim to support researchers studying the effects of moderation interventions and to promote more systematic, reproducible, and comparable research. TBBT is publicly available at: https://doi.org/10.5281/zenodo.18245670.",Aldo Cerulli; Lorenzo Cima; Benedetta Tessa; Serena Tardelli; Stefano Cresci,2026-01-16T09:38:31+00:00,cs.SI,cs.SI; cs.HC; cs.IR,https://arxiv.org/abs/2601.11128v1,https://arxiv.org/pdf/2601.11128v1,library/pdfs/2601.11128v1.pdf,accepted,78.0,"The paper presents a clear, non-trivial contribution: a large, standardized pre/post-intervention dataset spanning 25 moderation actions with substantial scale (339K users, 39M messages) and public release, addressing a real bottleneck for systematic, reproducible research. The methodology is adequately described at the abstract level (consistent metadata, pseudonymized activity, fixed three-month windows) and includes exploratory analysis and use cases, which constitutes meaningful empirical support for a dataset paper. While novelty is primarily in curation rather than new modeling, the scope and standardization provide strong research utility.",2026-01-20T21:47:44.119264+00:00,,,,,2026-01-20T21:47:40.241923+00:00,2026-01-20T21:47:44.221801+00:00
2601.11126v1,Shape-morphing programming of soft materials on complex geometries via neural operator,"Shape-morphing soft materials can enable diverse target morphologies through voxel-level material distribution design, offering significant potential for various applications. Despite progress in basic shape-morphing design with simple geometries, achieving advanced applications such as conformal implant deployment or aerodynamic morphing requires accurate and diverse morphing designs on complex geometries, which remains challenging. Here, we present a Spectral and Spatial Neural Operator (S2NO), which enables high-fidelity morphing prediction on complex geometries. S2NO effectively captures global and local morphing behaviours on irregular computational domains by integrating Laplacian eigenfunction encoding and spatial convolutions. Combining S2NO with evolutionary algorithms enables voxel-level optimisation of material distributions for shape morphing programming on various complex geometries, including irregular-boundary shapes, porous structures, and thin-walled structures. Furthermore, the neural operator's discretisation-invariant property enables super-resolution material distribution design, further expanding the diversity and complexity of morphing design. These advancements significantly improve the efficiency and capability of programming complex shape morphing.",Lu Chen; Gengxiang Chen; Xu Liu; Jingyan Su; Xuhao Lyu; Lihui Wang; Yingguang Li,2026-01-16T09:36:58+00:00,cs.LG,cs.LG,https://arxiv.org/abs/2601.11126v1,https://arxiv.org/pdf/2601.11126v1,,rejected,58.0,"The abstract claims a new neural operator (S2NO) and application to evolutionary voxel optimization on complex geometries, but provides no concrete experimental evidence, baselines, metrics, or validation (e.g., against FEM or prior neural operators) to substantiate “high-fidelity” or “super-resolution” claims. The technical contribution sounds like an incremental hybrid of spectral (Laplacian eigenfunctions) and spatial convolutions, and novelty/value cannot be verified from the abstract alone. Writing is clear at a high level but remains largely promotional and vague on methodology details and evaluation rigor.",2026-01-20T21:47:48.832278+00:00,,,,,2026-01-20T21:47:44.224484+00:00,2026-01-20T21:47:48.835638+00:00
